Time,L_toes,,,L_foot,,,L_knee,,,L_hip,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,216.224,-1272.14,33.6215,366.546,-1244.68,110.88,342.221,-1233.11,532.111,309.702,-1274.51,980.397
0.01,216.226,-1272.22,33.705,366.542,-1244.59,110.816,342.246,-1233.07,532.068,309.739,-1274.51,980.416
0.02,216.221,-1272.21,33.6832,366.567,-1244.64,110.895,342.266,-1233.04,532.086,309.754,-1274.55,980.434
0.03,216.24,-1272.18,33.6516,366.562,-1244.64,110.87,342.257,-1233.11,532.112,309.773,-1274.51,980.417
0.04,216.226,-1272.22,33.706,366.567,-1244.64,110.895,342.281,-1233.07,532.11,309.769,-1274.51,980.399
0.05,216.221,-1272.22,33.6821,366.572,-1244.64,110.918,342.281,-1233.07,532.11,309.792,-1274.48,980.4
0.06,216.257,-1272.21,33.6817,366.562,-1244.64,110.87,342.286,-1233.08,532.131,309.84,-1274.52,980.383
0.07,216.237,-1272.26,33.7111,366.562,-1244.64,110.87,342.277,-1233.07,532.088,309.855,-1274.55,980.436
0.08,216.243,-1272.25,33.7382,366.561,-1244.64,110.914,342.321,-1233.08,532.091,309.874,-1274.52,980.419
0.09,216.226,-1272.22,33.705,366.567,-1244.64,110.894,342.281,-1233.07,532.11,309.911,-1274.52,980.438
0.1,216.254,-1272.29,33.7423,366.572,-1244.64,110.919,342.316,-1233.08,532.11,309.945,-1274.52,980.438
0.11,216.226,-1272.22,33.661,366.567,-1244.64,110.895,342.341,-1233.04,532.068,309.968,-1274.49,980.404
0.12,216.237,-1272.25,33.7133,366.567,-1244.64,110.895,342.337,-1233.04,532.087,309.997,-1274.49,980.422
0.13,216.232,-1272.25,33.7333,366.583,-1244.6,110.842,342.352,-1233.08,532.111,309.997,-1274.49,980.422
0.14,216.243,-1272.26,33.7361,366.561,-1244.63,110.915,342.35,-1233.05,532.11,310.057,-1274.46,980.407
0.15,216.237,-1272.25,33.7122,366.593,-1244.6,110.889,342.381,-1233.05,532.09,310.069,-1274.5,980.406
0.16,216.249,-1272.26,33.67,366.588,-1244.6,110.865,342.385,-1233.05,532.111,310.091,-1274.53,980.425
0.17,216.232,-1272.25,33.7322,366.613,-1244.64,110.945,342.416,-1233.05,532.131,310.129,-1274.47,980.427
0.18,216.254,-1272.29,33.7423,366.608,-1244.64,110.92,342.436,-1233.01,532.108,310.143,-1274.5,980.444
0.19,216.248,-1272.26,33.716,366.614,-1244.56,110.861,342.441,-1233.01,532.089,310.181,-1274.5,980.463
0.2,216.237,-1272.26,33.7111,366.588,-1244.6,110.866,342.461,-1232.97,532.065,310.196,-1274.47,980.428
0.21,216.268,-1272.22,33.6835,366.609,-1244.56,110.88,342.481,-1233.01,532.111,310.233,-1274.47,980.447
0.22,216.254,-1272.3,33.6962,366.614,-1244.56,110.861,342.491,-1233.05,532.113,310.233,-1274.47,980.447
0.23,216.243,-1272.26,33.6921,366.609,-1244.56,110.88,342.516,-1233.02,532.111,310.282,-1274.44,980.448
0.24,216.249,-1272.26,33.669,366.588,-1244.6,110.865,342.516,-1233.02,532.111,310.323,-1274.44,980.414
0.25,216.26,-1272.29,33.7662,366.614,-1244.56,110.861,342.536,-1232.98,532.088,310.361,-1274.45,980.433
0.26,216.263,-1272.22,33.7046,366.609,-1244.56,110.836,342.536,-1232.98,532.088,310.394,-1274.45,980.469
0.27,216.243,-1272.26,33.6911,366.635,-1244.6,110.915,342.56,-1233.02,532.114,310.39,-1274.44,980.451
0.28,216.221,-1272.22,33.6371,366.63,-1244.6,110.891,342.585,-1232.91,532.084,310.398,-1274.45,980.452
0.29,216.237,-1272.25,33.7122,366.635,-1244.6,110.914,342.6,-1232.95,532.108,310.394,-1274.45,980.434
0.3,216.243,-1272.26,33.7361,366.619,-1244.56,110.884,342.6,-1232.95,532.108,310.394,-1274.45,980.434
0.31,216.221,-1272.22,33.6821,366.63,-1244.6,110.891,342.6,-1232.95,532.108,310.379,-1274.41,980.452
0.32,216.232,-1272.25,33.7333,366.635,-1244.6,110.915,342.635,-1232.95,532.109,310.376,-1274.41,980.433
0.33,216.263,-1272.22,33.7035,366.634,-1244.6,110.916,342.605,-1232.95,532.129,310.383,-1274.41,980.434
0.34,216.268,-1272.25,33.7318,366.614,-1244.56,110.86,342.596,-1232.95,532.047,310.357,-1274.37,980.433
0.35,216.263,-1272.22,33.7024,366.614,-1244.56,110.861,342.58,-1232.98,532.131,310.346,-1274.41,980.451
0.36,216.237,-1272.26,33.7111,366.588,-1244.6,110.866,342.536,-1232.98,532.088,310.345,-1274.41,980.486
0.37,216.226,-1272.22,33.662,366.593,-1244.6,110.889,342.5,-1232.98,532.128,310.327,-1274.44,980.503
0.38,216.252,-1272.21,33.6567,366.593,-1244.6,110.889,342.496,-1232.97,532.107,310.342,-1274.41,980.468
0.39,216.237,-1272.26,33.6682,366.573,-1244.56,110.835,342.456,-1232.97,532.085,310.308,-1274.4,980.467
0.4,216.237,-1272.25,33.7122,366.557,-1244.6,110.889,342.441,-1233.01,532.089,310.293,-1274.37,980.45
0.41,216.243,-1272.26,33.689,366.546,-1244.59,110.885,342.421,-1232.97,532.084,310.289,-1274.37,980.467
0.42,216.243,-1272.26,33.6921,366.547,-1244.6,110.841,342.381,-1232.97,532.102,310.244,-1274.33,980.467
0.43,216.243,-1272.26,33.6932,366.531,-1244.64,110.85,342.366,-1233.01,532.106,310.267,-1274.3,980.469
0.44,216.221,-1272.21,33.6832,366.52,-1244.63,110.889,342.336,-1233.04,532.127,310.274,-1274.33,980.485
0.45,216.218,-1272.29,33.7437,366.541,-1244.59,110.861,342.321,-1233,532.103,310.267,-1274.3,980.469
0.46,216.243,-1272.26,33.69,366.521,-1244.63,110.844,342.286,-1233,532.103,310.293,-1274.3,980.468
0.47,216.237,-1272.25,33.7133,366.516,-1244.6,110.863,342.286,-1233,532.103,310.33,-1274.3,980.487
0.48,216.232,-1272.25,33.6883,366.526,-1244.63,110.87,342.251,-1233,532.102,310.349,-1274.27,980.47
0.49,216.237,-1272.26,33.71,366.526,-1244.63,110.87,342.25,-1233,532.142,310.387,-1274.27,980.454
0.5,216.257,-1272.22,33.6356,366.552,-1244.6,110.863,342.265,-1232.96,532.138,310.424,-1274.27,980.473
0.51,216.263,-1272.22,33.7035,366.536,-1244.64,110.917,342.27,-1232.96,532.159,310.499,-1274.28,980.51
0.52,216.226,-1272.22,33.705,366.537,-1244.56,110.833,342.275,-1232.88,532.112,310.54,-1274.21,980.459
0.53,216.243,-1272.26,33.7361,366.531,-1244.56,110.855,342.31,-1232.88,532.113,310.578,-1274.21,980.478
0.54,216.237,-1272.25,33.7122,366.551,-1244.6,110.908,342.334,-1232.85,532.151,310.652,-1274.22,980.516
0.55,216.243,-1272.26,33.7351,366.572,-1244.56,110.879,342.359,-1232.81,532.109,310.701,-1274.19,980.482
0.56,216.246,-1272.18,33.6305,366.567,-1244.56,110.856,342.379,-1232.78,532.126,310.806,-1274.12,980.485
0.57,216.232,-1272.25,33.7333,366.567,-1244.56,110.856,342.415,-1232.78,532.086,310.858,-1274.09,980.504
0.58,216.232,-1272.25,33.7333,366.578,-1244.56,110.859,342.47,-1232.74,532.104,310.933,-1274.09,980.542
0.59,216.226,-1272.22,33.706,366.567,-1244.56,110.856,342.499,-1232.71,532.083,311.004,-1274.03,980.544
0.6,216.232,-1272.25,33.7333,366.599,-1244.52,110.831,342.589,-1232.67,532.102,311.083,-1273.96,980.512
0.61,216.226,-1272.22,33.706,366.609,-1244.56,110.881,342.649,-1232.72,532.129,311.139,-1274,980.602
0.62,216.252,-1272.21,33.7028,366.599,-1244.52,110.831,342.674,-1232.68,532.127,311.228,-1273.9,980.588
0.63,216.251,-1272.18,33.6994,366.625,-1244.52,110.826,342.769,-1232.65,532.126,311.322,-1273.87,980.644
0.64,216.221,-1272.22,33.6821,366.63,-1244.52,110.851,342.818,-1232.58,532.082,311.412,-1273.84,980.647
0.65,216.24,-1272.17,33.6966,366.635,-1244.52,110.875,342.878,-1232.55,532.081,311.486,-1273.77,980.668
0.66,216.246,-1272.18,33.7184,366.656,-1244.48,110.845,342.913,-1232.55,532.081,311.595,-1273.71,980.689
0.67,216.257,-1272.21,33.7246,366.677,-1244.53,110.856,342.953,-1232.55,532.103,311.67,-1273.64,980.674
0.68,216.248,-1272.26,33.759,366.671,-1244.52,110.876,343.013,-1232.52,532.102,311.79,-1273.61,980.695
0.69,216.243,-1272.26,33.7361,366.676,-1244.53,110.899,343.069,-1232.48,532.039,311.879,-1273.58,980.698
0.7,216.257,-1272.21,33.7246,366.676,-1244.52,110.9,343.093,-1232.45,532.078,311.984,-1273.59,980.754
0.71,216.252,-1272.21,33.7456,366.703,-1244.49,110.895,343.123,-1232.45,532.097,312.051,-1273.52,980.773
0.72,216.263,-1272.22,33.7035,366.693,-1244.48,110.847,343.148,-1232.41,532.095,312.171,-1273.53,980.831
0.73,216.221,-1272.22,33.726,366.698,-1244.49,110.871,343.194,-1232.45,532.059,312.227,-1273.5,980.833
0.74,216.226,-1272.22,33.751,366.713,-1244.53,110.901,343.243,-1232.38,532.055,312.335,-1273.5,980.907
0.75,216.221,-1272.22,33.726,366.713,-1244.52,110.902,343.299,-1232.35,532.032,312.425,-1273.48,980.91
0.76,216.237,-1272.25,33.7572,366.739,-1244.49,110.896,343.343,-1232.35,532.075,312.53,-1273.48,980.93
0.77,216.24,-1272.17,33.6956,366.739,-1244.49,110.897,343.418,-1232.28,532.03,312.642,-1273.42,980.935
0.78,216.263,-1272.22,33.7485,366.766,-1244.45,110.847,343.473,-1232.24,532.048,312.766,-1273.39,980.938
0.79,216.235,-1272.17,33.7617,366.786,-1244.41,110.863,343.514,-1232.17,532.001,312.859,-1273.36,980.959
0.8,216.24,-1272.18,33.6945,366.802,-1244.45,110.891,343.589,-1232.17,531.984,313.009,-1273.3,980.947
0.81,216.246,-1272.17,33.7216,366.786,-1244.41,110.862,343.653,-1232.14,532.004,313.159,-1273.25,980.934
0.82,216.204,-1272.17,33.6981,366.843,-1244.46,110.917,343.689,-1232.14,532.004,313.264,-1273.18,980.973
0.83,216.246,-1272.18,33.7195,366.843,-1244.46,110.917,343.784,-1232.11,532.004,313.402,-1273.11,981.012
0.84,216.257,-1272.22,33.7235,366.879,-1244.46,110.918,343.839,-1232.15,532.05,313.533,-1273.02,980.999
0.85,216.24,-1272.17,33.6956,366.906,-1244.42,110.866,343.904,-1232.12,531.989,313.668,-1272.95,981.021
0.86,216.237,-1272.25,33.7561,366.926,-1244.46,110.965,343.988,-1232.16,532.095,313.817,-1272.89,981.079
0.87,216.246,-1272.18,33.7195,366.921,-1244.46,110.942,344.059,-1232.09,532.069,313.937,-1272.86,981.065
0.88,216.24,-1272.17,33.6966,366.942,-1244.42,110.912,344.144,-1232.1,532.053,314.008,-1272.79,981.103
0.89,216.24,-1272.18,33.6945,366.968,-1244.46,110.947,344.243,-1232.06,532.074,314.15,-1272.8,981.142
0.9,216.246,-1272.18,33.7195,366.983,-1244.42,110.938,344.354,-1232.07,532.057,314.274,-1272.77,981.181
0.91,216.24,-1272.17,33.7406,367.025,-1244.43,110.917,344.464,-1232,532.053,314.393,-1272.81,981.255
0.92,216.246,-1272.17,33.7656,367.04,-1244.47,110.947,344.56,-1231.97,532.012,314.543,-1272.82,981.295
0.93,216.246,-1272.17,33.7205,367.082,-1244.47,110.972,344.685,-1232.01,532.06,314.692,-1272.76,981.318
0.94,216.235,-1272.17,33.7617,367.118,-1244.47,110.973,344.795,-1232.02,532.083,314.849,-1272.74,981.393
0.95,216.26,-1272.13,33.753,367.17,-1244.51,111.004,344.935,-1232.07,532.114,315.048,-1272.57,981.365
0.96,216.235,-1272.17,33.7606,367.217,-1244.52,111.008,345.061,-1232.04,532.093,315.213,-1272.48,981.388
0.97,216.266,-1272.14,33.7309,367.263,-1244.56,111.015,345.171,-1232.04,532.117,315.34,-1272.38,981.393
0.98,216.266,-1272.13,33.733,367.3,-1244.56,111.015,345.291,-1231.98,532.074,315.501,-1272.35,981.416
0.99,216.266,-1272.13,33.779,367.31,-1244.56,111.062,345.412,-1231.94,532.072,315.665,-1272.33,981.492
1,216.277,-1272.17,33.7831,367.346,-1244.57,111.064,345.522,-1231.84,532.027,315.751,-1272.22,981.531
1.01,216.266,-1272.13,33.7769,367.356,-1244.6,111.068,345.617,-1231.81,532.026,315.931,-1272.16,981.572
1.02,216.24,-1272.17,33.8295,367.398,-1244.61,111.049,345.711,-1231.85,532.054,316.046,-1272.17,981.647
1.03,216.26,-1272.13,33.7991,367.44,-1244.61,111.073,345.807,-1231.82,532.054,316.147,-1272.17,981.72
1.04,216.266,-1272.13,33.823,367.492,-1244.66,111.058,345.881,-1231.82,532.077,316.278,-1272.22,981.813
1.05,216.243,-1272.09,33.769,367.492,-1244.65,111.059,346.017,-1231.8,532.058,316.382,-1272.15,981.852
1.06,216.26,-1272.13,33.7991,367.538,-1244.66,111.108,346.057,-1231.8,532.04,316.506,-1272.12,981.891
1.07,216.28,-1272.09,33.7675,367.559,-1244.62,111.079,346.141,-1231.73,532.036,316.652,-1272.06,981.896
1.08,216.305,-1272.05,33.761,367.58,-1244.66,111.089,346.177,-1231.73,532.037,316.76,-1272,981.882
1.09,216.285,-1272.09,33.7925,367.58,-1244.66,111.089,346.236,-1231.78,532.064,316.903,-1271.94,981.904
1.1,216.28,-1272.09,33.8126,367.575,-1244.66,111.064,346.272,-1231.7,532.037,316.993,-1271.91,981.907
1.11,216.285,-1272.09,33.7925,367.57,-1244.63,111.083,346.296,-1231.67,532.035,317.101,-1271.84,981.929
1.12,216.285,-1272.09,33.7925,367.58,-1244.66,111.089,346.332,-1231.67,531.995,317.195,-1271.74,981.897
1.13,216.274,-1272.09,33.7898,367.549,-1244.7,111.07,346.387,-1231.71,532.041,317.262,-1271.75,981.934
1.14,216.285,-1272.09,33.7915,367.549,-1244.7,111.069,346.401,-1231.64,531.996,317.326,-1271.72,981.973
1.15,216.263,-1272.06,33.7342,367.543,-1244.69,111.091,346.431,-1231.64,532.016,317.374,-1271.68,982.01
1.16,216.263,-1272.05,33.7803,367.539,-1244.66,111.063,346.416,-1231.68,532.02,317.416,-1271.69,981.976
1.17,216.274,-1272.05,33.7853,367.534,-1244.66,110.995,346.407,-1231.67,531.978,317.486,-1271.62,982.049
1.18,216.263,-1272.05,33.8275,367.425,-1244.69,110.995,346.352,-1231.71,531.96,317.516,-1271.62,982.103
1.19,216.269,-1272.05,33.8053,367.379,-1244.65,110.945,346.237,-1231.78,532.024,317.647,-1271.52,982.162
1.2,216.257,-1272.05,33.8036,367.238,-1244.71,110.927,346.074,-1231.76,531.914,317.77,-1271.49,982.201
1.21,216.238,-1272.08,33.8812,367.11,-1244.75,110.777,345.868,-1231.87,531.96,317.912,-1271.5,982.276
1.22,216.229,-1271.97,33.7684,366.966,-1244.79,110.687,345.633,-1232.01,531.905,318.095,-1271.54,982.404
1.23,216.184,-1272.05,33.8526,366.74,-1244.78,110.501,345.323,-1232.14,531.948,318.24,-1271.54,982.497
1.24,216.199,-1272.01,33.841,366.517,-1244.89,110.426,344.918,-1232.3,531.952,318.517,-1271.49,982.594
1.25,216.173,-1272.05,33.8464,366.203,-1245.14,110.495,344.448,-1232.39,531.867,318.89,-1271.47,982.747
1.26,216.168,-1272.01,33.8643,365.875,-1245.36,110.526,343.882,-1232.43,531.834,319.313,-1271.4,982.85
1.27,216.162,-1272.01,33.8425,365.553,-1245.43,110.412,343.317,-1232.47,531.802,319.811,-1271.29,982.919
1.28,216.165,-1271.93,33.8237,365.143,-1245.39,110.325,342.714,-1232.62,531.696,320.233,-1271.28,983.003
1.29,216.123,-1271.93,33.8451,364.707,-1245.29,110.155,342.035,-1232.68,531.62,320.741,-1271.35,983.177
1.3,216.103,-1271.96,33.9239,364.289,-1245.11,109.926,341.32,-1232.56,531.487,321.34,-1271.31,983.265
1.31,216.05,-1271.96,34.0312,363.824,-1245.19,109.98,340.644,-1232.52,531.363,321.962,-1271.18,983.231
1.32,216.064,-1271.89,33.9264,363.47,-1245.33,110.022,339.989,-1232.62,531.354,322.531,-1271.29,983.3
1.33,216.069,-1271.89,33.9526,363.162,-1245.43,110.028,339.392,-1232.82,531.439,323.156,-1271.23,983.302
1.34,216.016,-1271.88,33.9722,362.872,-1245.61,109.891,338.738,-1232.77,531.334,323.883,-1271.11,983.218
1.35,216.005,-1271.84,33.9673,362.523,-1245.67,109.919,338.072,-1232.92,531.35,324.572,-1271.16,983.328
1.36,216.005,-1271.84,33.9661,362.212,-1245.69,109.774,337.522,-1233.16,531.359,325.328,-1271.03,983.334
1.37,215.974,-1271.88,33.9936,361.906,-1245.76,109.696,336.963,-1233.34,531.338,326.19,-1270.86,983.328
1.38,215.974,-1271.88,33.9947,361.522,-1245.93,109.632,336.509,-1233.47,531.278,326.859,-1270.97,983.472
1.39,215.921,-1271.84,33.965,361.068,-1246.18,109.678,336.092,-1233.48,531.083,327.763,-1270.76,983.325
1.4,215.921,-1271.84,34.0562,360.711,-1246.29,109.518,335.803,-1233.47,530.874,328.565,-1270.64,983.316
1.41,215.898,-1271.8,34.0898,360.266,-1246.38,109.293,335.604,-1233.27,530.586,329.315,-1270.63,983.197
1.42,215.921,-1271.64,34.0848,359.82,-1246.48,109.19,335.399,-1233.11,530.386,330.17,-1270.49,983.065
1.43,215.876,-1271.56,34.1556,359.284,-1246.6,109.154,335.284,-1232.77,530.107,330.894,-1270.48,982.983
1.44,215.924,-1271.39,34.1899,358.696,-1246.4,109.049,335.179,-1232.53,529.981,331.73,-1270.32,982.831
1.45,215.905,-1271.27,34.2115,358.094,-1246.08,108.836,335.049,-1232.3,529.815,332.653,-1270.15,982.686
1.46,215.916,-1271.11,34.2462,357.597,-1245.81,108.591,334.883,-1231.91,529.552,333.471,-1270.15,982.534
1.47,215.933,-1270.95,34.3531,356.929,-1245.31,108.183,334.647,-1231.52,529.288,334.507,-1270,982.305
1.48,215.99,-1270.71,34.4388,356.128,-1245.13,108.021,334.351,-1231.16,529.065,335.439,-1270.1,982.298
1.49,216.023,-1270.59,34.5737,355.44,-1245.3,108.128,333.945,-1230.91,528.929,336.625,-1269.85,982.127
1.5,216.026,-1270.33,34.816,354.858,-1245.14,107.878,333.475,-1230.76,528.801,337.689,-1269.83,982.058
1.51,216.089,-1270.16,34.9748,354.271,-1245.14,107.722,332.885,-1230.61,528.608,338.926,-1269.71,981.993
1.52,216.117,-1270.04,35.1769,353.695,-1245.16,107.611,332.085,-1230.53,528.318,340.152,-1269.63,981.946
1.53,216.15,-1269.94,35.4049,353.08,-1245.23,107.555,331.124,-1230.68,528.099,341.478,-1269.61,981.833
1.54,216.164,-1269.86,35.5714,352.598,-1245.28,107.374,330.046,-1230.68,527.773,342.943,-1269.35,981.55
1.55,216.176,-1269.73,35.6553,351.944,-1245.21,107.114,328.721,-1230.94,527.643,344.414,-1269.26,981.319
1.56,216.158,-1269.66,35.7572,351.07,-1245.43,107.024,327.298,-1231.06,527.154,346.004,-1269.15,981.075
1.57,216.134,-1269.53,35.7965,350.292,-1245.56,106.765,325.769,-1231.36,526.841,347.708,-1269.05,980.725
1.58,216.142,-1269.41,35.9371,349.481,-1245.82,106.584,324.028,-1231.39,526.279,349.498,-1268.9,980.135
1.59,216.178,-1269.21,36.0574,348.505,-1246.11,106.418,322.312,-1231.71,525.782,351.32,-1268.79,979.599
1.6,216.206,-1269.08,36.2133,347.67,-1246.06,106.028,320.521,-1231.89,525.336,353.198,-1268.63,978.817
1.61,216.221,-1268.87,36.4159,346.837,-1246.49,106.044,318.61,-1232.06,524.616,355.055,-1268.45,977.962
1.62,216.237,-1268.74,36.749,346.023,-1246.65,105.789,316.74,-1232.39,524.104,357.078,-1268.24,977.063
1.63,216.305,-1268.53,37.0231,345.288,-1246.66,105.343,314.721,-1232.82,523.45,359.128,-1268.05,976.145
1.64,216.335,-1268.35,37.4797,344.389,-1247.01,105.209,312.593,-1233.18,522.794,361.347,-1267.77,974.902
1.65,216.395,-1268.06,37.6395,343.663,-1247.36,104.986,310.317,-1233.58,521.975,363.539,-1267.46,973.795
1.66,216.541,-1267.78,37.9275,342.913,-1247.53,104.547,307.913,-1234.12,521.108,365.782,-1267.06,972.355
1.67,216.65,-1267.54,38.1731,341.965,-1248.09,104.322,305.387,-1234.82,520.261,368.126,-1266.73,970.687
1.68,216.709,-1267.24,38.4306,341.216,-1248.34,103.84,302.678,-1235.58,519.536,370.55,-1266.48,968.88
1.69,216.777,-1267.03,38.6147,340.524,-1248.88,103.528,299.936,-1236.38,518.733,373.06,-1266.14,966.988
1.7,216.777,-1266.87,38.6894,339.873,-1249.45,103.283,297.184,-1237.23,517.837,375.575,-1265.83,964.987
1.71,216.817,-1266.79,38.7636,339.375,-1249.72,102.811,294.459,-1238.12,516.767,378.09,-1265.35,962.754
1.72,216.899,-1266.54,38.845,338.812,-1249.9,102.399,291.734,-1238.97,515.754,380.648,-1265.04,960.273
1.73,216.919,-1266.37,39.0244,338.172,-1250.23,102.044,289.094,-1239.76,514.698,383.033,-1264.79,957.693
1.74,216.989,-1266.21,39.2016,337.664,-1250.38,101.438,286.419,-1240.6,513.469,385.53,-1264.48,954.956
1.75,216.989,-1266.01,39.3229,337.164,-1250.57,101.015,283.677,-1241.39,512.398,387.947,-1264.02,952.086
1.76,217.054,-1265.68,39.5106,336.592,-1250.7,100.556,280.882,-1242.18,511.326,390.428,-1263.65,949.004
1.77,217.141,-1265.4,39.7501,335.925,-1250.96,100.207,278.089,-1242.99,510.062,392.859,-1263.3,946.041
1.78,217.133,-1265.14,39.8988,335.29,-1250.9,99.6251,275.236,-1243.9,508.986,395.345,-1263.27,942.974
1.79,217.099,-1265.06,40.1099,334.643,-1250.84,99.2158,272.502,-1244.7,507.839,397.812,-1263.15,939.92
1.8,217.088,-1264.85,40.2269,333.964,-1250.93,98.8328,269.819,-1245.45,506.576,400.352,-1262.99,936.619
1.81,217.117,-1264.63,40.3313,333.197,-1251.13,98.5849,267.207,-1246.15,505.448,402.83,-1262.81,933.346
1.82,217.235,-1264.35,40.4982,332.628,-1251.11,98.0751,264.669,-1246.78,504.316,405.278,-1262.7,930.107
1.83,217.379,-1264.23,40.6702,332.127,-1251.01,97.6652,262.166,-1247.46,503.092,407.685,-1262.54,926.539
1.84,217.447,-1264.03,40.7171,331.602,-1251.06,97.5092,259.563,-1248.05,501.918,410.04,-1262.36,923.091
1.85,217.486,-1263.91,40.7852,331.061,-1251.08,97.3175,256.853,-1248.64,500.706,412.368,-1262.28,919.603
1.86,217.469,-1263.87,40.799,330.354,-1250.77,97,254.082,-1249.48,499.441,414.623,-1262.25,915.874
1.87,217.529,-1263.75,40.7968,329.584,-1250.42,96.6032,251.407,-1250.08,498.315,416.874,-1262.12,911.941
1.88,217.506,-1263.67,40.8289,328.741,-1250.62,96.4926,248.818,-1250.46,497.027,419.187,-1261.89,907.716
1.89,217.503,-1263.59,40.7917,327.773,-1250.46,96.1932,246.247,-1250.62,495.721,421.526,-1261.71,903.36
1.9,217.52,-1263.43,40.7639,326.877,-1250.06,95.8117,243.736,-1250.64,494.364,423.798,-1261.7,898.87
1.91,217.479,-1263.23,40.7703,325.805,-1249.56,95.6304,241.32,-1250.47,493.13,426.113,-1261.74,894.12
1.92,217.51,-1263.03,40.7289,324.665,-1249.02,95.3434,238.869,-1250.22,491.722,428.451,-1261.87,889.425
1.93,217.547,-1262.83,40.7584,323.49,-1248.04,95.0585,236.437,-1250.05,490.429,430.781,-1262.06,884.781
1.94,217.491,-1262.72,40.7316,322.255,-1247.42,94.8041,234,-1250.1,489.342,432.974,-1262.16,880.362
1.95,217.435,-1262.59,40.7094,321.075,-1246.48,94.4949,231.62,-1250.14,488.119,435.042,-1262.06,875.945
1.96,217.376,-1262.58,40.8388,320.068,-1245.78,94.2956,229.17,-1250.24,486.853,436.887,-1261.9,871.657
1.97,217.337,-1262.5,40.8019,319.059,-1245.2,94.2749,226.73,-1250.41,485.659,438.737,-1261.84,867.476
1.98,217.329,-1262.38,40.7794,318.236,-1244.77,94.2243,224.368,-1250.57,484.467,440.53,-1261.52,863.173
1.99,217.299,-1262.26,40.7948,317.536,-1244.1,94.0937,222.022,-1250.76,483.3,442.22,-1261.41,858.878
2,217.332,-1262.14,40.8399,316.967,-1243.73,94.143,219.664,-1250.91,482.051,443.783,-1261.54,854.653
2.01,217.336,-1262.06,40.7732,316.349,-1243.22,94.2322,217.341,-1251.03,480.734,445.362,-1261.46,850.159
2.02,217.327,-1261.97,40.8039,315.649,-1242.93,94.4411,215.022,-1251.15,479.441,447.024,-1261.5,845.63
2.03,217.274,-1261.94,40.7721,315.013,-1242.7,94.5893,212.676,-1251.43,478.309,448.411,-1261.55,840.972
2.04,217.235,-1261.86,40.7352,314.296,-1242.14,94.6049,210.351,-1251.6,477.025,449.929,-1261.65,836.277
2.05,217.196,-1261.78,40.65,313.631,-1241.61,94.6966,208.023,-1251.96,475.841,451.356,-1261.44,831.524
2.06,217.143,-1261.74,40.6205,313.066,-1241.22,94.8102,205.682,-1252.24,474.506,452.619,-1261.73,826.957
2.07,217.107,-1261.78,40.4907,312.477,-1240.83,94.7946,203.357,-1252.6,473.225,453.917,-1261.36,822.178
2.08,217.076,-1261.79,40.3373,311.831,-1240.68,94.893,201.028,-1252.86,471.996,454.943,-1261.4,817.558
2.09,217.025,-1261.87,40.2182,311.236,-1240.56,95.2013,198.595,-1253.15,470.813,456.031,-1261.18,812.889
2.1,216.977,-1261.84,40.1226,310.661,-1240.24,95.2681,196.099,-1253.4,469.568,456.808,-1261.16,808.053
2.11,216.913,-1261.93,39.9651,309.933,-1239.84,95.4016,193.542,-1253.66,468.286,457.602,-1260.92,802.941
2.12,216.778,-1262,39.98,309.217,-1239.52,95.5365,190.884,-1253.92,466.964,458.413,-1260.88,797.718
2.13,216.685,-1262.05,39.8344,308.472,-1239.41,95.6373,188.225,-1254.04,465.485,459.03,-1261.14,792.466
2.14,216.539,-1262.09,39.7533,307.762,-1238.93,95.5425,185.504,-1254.16,463.971,459.677,-1261.17,787.083
2.15,216.444,-1262.09,39.616,307.102,-1238.53,95.5647,182.829,-1254.22,462.288,460.394,-1261.15,781.51
2.16,216.323,-1262.09,39.5295,306.491,-1238.22,95.5807,180.129,-1254.27,460.746,461.011,-1261.2,775.964
2.17,216.217,-1262.05,39.3854,305.775,-1237.93,95.6339,177.402,-1254.33,459.127,461.529,-1261.3,770.687
2.18,216.116,-1262.01,39.2652,305.072,-1237.71,95.6736,174.789,-1254.36,457.506,461.913,-1261.44,765.603
2.19,216.026,-1262.01,39.1512,304.498,-1237.33,95.6467,172.172,-1254.31,455.899,462.208,-1261.52,760.339
2.2,215.964,-1262.06,39.0701,303.759,-1236.84,95.5627,169.53,-1254.26,454.311,462.414,-1261.53,754.938
2.21,215.866,-1262.1,38.9454,303.047,-1236.48,95.6854,166.87,-1254.22,452.687,462.57,-1261.55,749.625
2.22,215.799,-1262.14,38.8392,302.293,-1236.31,95.9555,164.194,-1254.26,451.092,462.605,-1261.58,744.447
2.23,215.717,-1262.23,38.7458,301.557,-1235.96,95.8137,161.51,-1254.3,449.396,462.586,-1261.63,739.278
2.24,215.624,-1262.31,38.6471,300.925,-1235.54,95.6859,158.81,-1254.35,447.625,462.489,-1261.68,734.134
2.25,215.565,-1262.43,38.6054,300.389,-1235.28,95.5632,156.106,-1254.44,445.917,462.361,-1261.72,729.078
2.26,215.523,-1262.6,38.4599,299.768,-1235.05,95.5353,153.497,-1254.41,444.033,462.171,-1261.78,724.128
2.27,215.45,-1262.64,38.2856,299.19,-1234.9,95.5234,150.87,-1254.48,442.285,461.857,-1261.8,719.313
